0-1 , PLN/MWh , 111.57 , MWh , 3 465.80 , 
15-16 , PLN/MWh , 222.83 , MWh , 3 618.10 , 
16-17 , PLN/MWh , 247.18 , MWh , 3 409.90 , 
17-18 , PLN/MWh , 317.59 , MWh , 3 675.10 , 
18-19 , PLN/MWh , 239.36 , MWh , 3 444.00 , 
19-20 , PLN/MWh , 230.77 , MWh , 3 423.40 , 
20-21 , PLN/MWh , 215.19 , MWh , 3 499.70 , 
21-22 , PLN/MWh , 189.89 , MWh , 2 821.90 , 
22-23 , PLN/MWh , 150.18 , MWh , 4 309.20 , 
23-24 , PLN/MWh , 140.23 , MWh , 3 001.30 , 
0-1 , PLN/MWh , 150.15 , MWh , 3 165.90 , 
1-2 , PLN/MWh , 148.08 , MWh , 3 359.20 , 
2-3 , PLN/MWh , 146.93 , MWh , 3 261.00 , 
3-4 , PLN/MWh , 146.17 , MWh , 3 234.60 , 
4-5 , PLN/MWh , 148.16 , MWh , 3 468.40 , 
5-6 , PLN/MWh , 151.43 , MWh , 3 338.30 , 
6-7 , PLN/MWh , 158.17 , MWh , 4 641.70 , 
7-8 , PLN/MWh , 202.45 , MWh , 3 991.20 , 
8-9 , PLN/MWh , 219.94 , MWh , 4 091.90 , 
9-10 , PLN/MWh , 235.13 , MWh , 4 073.60 , 
10-11 , PLN/MWh , 230.83 , MWh , 4 012.10 , 
11-12 , PLN/MWh , 238.55 , MWh , 3 913.00 , 
12-13 , PLN/MWh , 238.72 , MWh , 3 976.80 , 
13-14 , PLN/MWh , 241.84 , MWh , 3 967.80 , 
14-15 , PLN/MWh , 233.94 , MWh , 3 962.30 , 
15-16 , PLN/MWh , 227.77 , MWh , 3 994.10 , 
16-17 , PLN/MWh , 259.77 , MWh , 3 931.00 , 
17-18 , PLN/MWh , 345.62 , MWh , 4 223.30 , 
18-19 , PLN/MWh , 308.59 , MWh , 3 911.30 , 
19-20 , PLN/MWh , 247.92 , MWh , 3 857.60 , 
20-21 , PLN/MWh , 218.52 , MWh , 3 854.90 , 
21-22 , PLN/MWh , 191.51 , MWh , 4 137.80 , 
22-23 , PLN/MWh , 161.41 , MWh , 4 993.30 , 
23-24 , PLN/MWh , 152.34 , MWh , 3 917.60 , 
0-1 , PLN/MWh , 144.74 , MWh , 2 701.00 , 
1-2 , PLN/MWh , 141.83 , MWh , 3 079.30 , 
2-3 , PLN/MWh , 141.16 , MWh , 3 139.50 , 
3-4 , PLN/MWh , 141.45 , MWh , 3 135.50 , 
4-5 , PLN/MWh , 142.46 , MWh , 3 100.90 , 
5-6 , PLN/MWh , 148.93 , MWh , 3 168.50 , 
6-7 , PLN/MWh , 157.49 , MWh , 4 518.10 , 
7-8 , PLN/MWh , 207.63 , MWh , 3 716.70 , 
8-9 , PLN/MWh , 233.08 , MWh , 4 005.30 , 
9-10 , PLN/MWh , 247.55 , MWh , 4 016.60 , 
10-11 , PLN/MWh , 240.64 , MWh , 4 081.00 , 
11-12 , PLN/MWh , 245.42 , MWh , 4 677.30 , 
12-13 , PLN/MWh , 236.17 , MWh , 4 780.10 , 
13-14 , PLN/MWh , 236.94 , MWh , 4 758.10 , 
14-15 , PLN/MWh , 225.01 , MWh , 4 735.30 , 
15-16 , PLN/MWh , 208.75 , MWh , 4 548.10 , 
16-17 , PLN/MWh , 246.32 , MWh , 4 636.40 , 
17-18 , PLN/MWh , 314.73 , MWh , 4 883.80 , 
18-19 , PLN/MWh , 233.86 , MWh , 4 578.10 , 
19-20 , PLN/MWh , 208.88 , MWh , 4 710.70 , 
20-21 , PLN/MWh , 201.92 , MWh , 4 060.50 , 
21-22 , PLN/MWh , 172.95 , MWh , 3 584.00 , 
22-23 , PLN/MWh , 150.09 , MWh , 4 223.10 , 
23-24 , PLN/MWh , 145.95 , MWh , 3 026.40 , 
0-1 , PLN/MWh , 138.87 , MWh , 2 806.40 , 
1-2 , PLN/MWh , 133.01 , MWh , 3 067.00 , 
2-3 , PLN/MWh , 124.79 , MWh , 3 070.60 , 
3-4 , PLN/MWh , 122.67 , MWh , 3 005.30 , 
4-5 , PLN/MWh , 122.68 , MWh , 3 060.40 , 
5-6 , PLN/MWh , 129.34 , MWh , 3 202.20 , 
6-7 , PLN/MWh , 138.14 , MWh , 3 038.00 , 
7-8 , PLN/MWh , 145.27 , MWh , 3 614.20 , 
8-9 , PLN/MWh , 150.39 , MWh , 3 685.80 , 
9-10 , PLN/MWh , 166.88 , MWh , 4 326.90 , 
10-11 , PLN/MWh , 173.90 , MWh , 4 944.90 , 
11-12 , PLN/MWh , 189.92 , MWh , 5 016.20 , 
12-13 , PLN/MWh , 190.38 , MWh , 5 055.80 , 
13-14 , PLN/MWh , 197.03 , MWh , 5 176.50 , 
14-15 , PLN/MWh , 174.30 , MWh , 4 947.80 , 
15-16 , PLN/MWh , 169.75 , MWh , 4 919.00 , 
16-17 , PLN/MWh , 199.38 , MWh , 5 364.30 , 
17-18 , PLN/MWh , 232.82 , MWh , 5 609.50 , 
18-19 , PLN/MWh , 232.18 , MWh , 5 580.20 , 
19-20 , PLN/MWh , 190.43 , MWh , 5 479.40 , 
20-21 , PLN/MWh , 168.85 , MWh , 5 509.60 , 
21-22 , PLN/MWh , 153.79 , MWh , 4 726.00 , 
22-23 , PLN/MWh , 144.13 , MWh , 3 266.40 , 
23-24 , PLN/MWh , 139.90 , MWh , 3 272.80 , 
0-1 , PLN/MWh , 132.28 , MWh , 2 795.30 , 
1-2 , PLN/MWh , 126.47 , MWh , 2 904.40 , 
2-3 , PLN/MWh , 122.21 , MWh , 2 958.40 , 
3-4 , PLN/MWh , 121.85 , MWh , 3 022.60 , 
4-5 , PLN/MWh , 121.85 , MWh , 2 910.10 , 
5-6 , PLN/MWh , 124.32 , MWh , 2 945.20 , 
6-7 , PLN/MWh , 127.69 , MWh , 3 009.20 , 
7-8 , PLN/MWh , 132.44 , MWh , 2 830.20 , 
8-9 , PLN/MWh , 134.91 , MWh , 2 852.20 , 
9-10 , PLN/MWh , 135.55 , MWh , 2 720.50 , 
10-11 , PLN/MWh , 140.55 , MWh , 2 929.10 , 
11-12 , PLN/MWh , 144.95 , MWh , 3 091.70 , 
12-13 , PLN/MWh , 141.43 , MWh , 3 216.00 , 
13-14 , PLN/MWh , 140.98 , MWh , 3 248.80 , 
14-15 , PLN/MWh , 139.43 , MWh , 2 912.90 , 
15-16 , PLN/MWh , 136.71 , MWh , 2 821.90 , 
16-17 , PLN/MWh , 146.70 , MWh , 3 264.20 , 
17-18 , PLN/MWh , 157.60 , MWh , 3 507.70 , 
18-19 , PLN/MWh , 163.73 , MWh , 3 658.00 , 
19-20 , PLN/MWh , 155.78 , MWh , 3 916.50 , 
20-21 , PLN/MWh , 146.75 , MWh , 3 796.10 , 
21-22 , PLN/MWh , 138.90 , MWh , 3 148.20 , 
22-23 , PLN/MWh , 135.31 , MWh , 3 080.70 , 
23-24 , PLN/MWh , 131.31 , MWh , 3 062.20 , 
0-1 , PLN/MWh , 125.08 , MWh , 2 313.00 , 
1-2 , PLN/MWh , 116.07 , MWh , 2 426.80 , 
2-3 , PLN/MWh , 115.41 , MWh , 2 444.20 , 
3-4 , PLN/MWh , 115.71 , MWh , 2 482.50 , 
4-5 , PLN/MWh , 125.49 , MWh , 2 365.80 , 
5-6 , PLN/MWh , 133.92 , MWh , 2 509.10 , 
6-7 , PLN/MWh , 143.20 , MWh , 2 912.30 , 
7-8 , PLN/MWh , 176.70 , MWh , 2 762.30 , 
8-9 , PLN/MWh , 190.40 , MWh , 3 227.10 , 
9-10 , PLN/MWh , 196.76 , MWh , 3 479.10 , 
10-11 , PLN/MWh , 194.56 , MWh , 3 441.60 , 
11-12 , PLN/MWh , 204.06 , MWh , 3 616.00 , 
12-13 , PLN/MWh , 206.06 , MWh , 3 678.00 , 
13-14 , PLN/MWh , 214.67 , MWh , 3 752.50 , 
14-15 , PLN/MWh , 198.96 , MWh , 3 722.80 , 
15-16 , PLN/MWh , 196.39 , MWh , 3 612.70 , 
16-17 , PLN/MWh , 244.90 , MWh , 3 892.60 , 
17-18 , PLN/MWh , 310.63 , MWh , 3 936.40 , 
18-19 , PLN/MWh , 267.21 , MWh , 3 864.80 , 
19-20 , PLN/MWh , 241.82 , MWh , 3 990.40 , 
20-21 , PLN/MWh , 198.29 , MWh , 3 818.00 , 
21-22 , PLN/MWh , 175.10 , MWh , 3 022.80 , 
22-23 , PLN/MWh , 145.56 , MWh , 4 080.30 , 
23-24 , PLN/MWh , 139.59 , MWh , 2 648.60 , 
0-1 , PLN/MWh , 136.70 , MWh , 2 289.70 , 
1-2 , PLN/MWh , 131.81 , MWh , 2 122.50 , 
2-3 , PLN/MWh , 129.99 , MWh , 2 193.60 , 
3-4 , PLN/MWh , 126.70 , MWh , 2 082.00 , 
4-5 , PLN/MWh , 129.09 , MWh , 2 122.90 , 
5-6 , PLN/MWh , 133.81 , MWh , 2 237.70 , 
6-7 , PLN/MWh , 142.91 , MWh , 3 182.30 , 
7-8 , PLN/MWh , 166.96 , MWh , 2 975.60 , 
8-9 , PLN/MWh , 169.77 , MWh , 3 095.80 , 
9-10 , PLN/MWh , 177.61 , MWh , 3 252.50 , 
10-11 , PLN/MWh , 175.03 , MWh , 3 153.60 , 
11-12 , PLN/MWh , 175.64 , MWh , 3 172.40 , 
12-13 , PLN/MWh , 177.23 , MWh , 3 188.20 , 
13-14 , PLN/MWh , 187.90 , MWh , 3 224.00 , 
14-15 , PLN/MWh , 180.67 , MWh , 3 053.20 , 
15-16 , PLN/MWh , 179.47 , MWh , 3 100.50 , 
16-17 , PLN/MWh , 196.08 , MWh , 3 705.20 , 
17-18 , PLN/MWh , 201.10 , MWh , 3 674.40 , 
18-19 , PLN/MWh , 199.49 , MWh , 3 671.80 , 
19-20 , PLN/MWh , 191.38 , MWh , 3 556.30 , 
20-21 , PLN/MWh , 177.80 , MWh , 2 994.20 , 
21-22 , PLN/MWh , 151.07 , MWh , 2 735.80 , 
22-23 , PLN/MWh , 139.63 , MWh , 2 847.30 , 
23-24 , PLN/MWh , 130.37 , MWh , 2 360.40 , 
0-1 , PLN/MWh , 123.78 , MWh , 2 389.50 , 
1-2 , PLN/MWh , 114.81 , MWh , 2 805.10 , 
2-3 , PLN/MWh , 112.27 , MWh , 3 024.20 , 
3-4 , PLN/MWh , 110.42 , MWh , 3 102.00 , 
4-5 , PLN/MWh , 112.99 , MWh , 3 183.20 , 
5-6 , PLN/MWh , 117.09 , MWh , 2 747.30 , 
6-7 , PLN/MWh , 136.96 , MWh , 2 940.70 , 
7-8 , PLN/MWh , 141.04 , MWh , 3 213.50 , 
8-9 , PLN/MWh , 157.93 , MWh , 3 274.20 , 
9-10 , PLN/MWh , 165.08 , MWh , 3 487.80 , 
10-11 , PLN/MWh , 164.57 , MWh , 3 363.30 , 
11-12 , PLN/MWh , 167.94 , MWh , 3 402.50 , 
12-13 , PLN/MWh , 167.79 , MWh , 3 252.40 , 
13-14 , PLN/MWh , 176.48 , MWh , 3 136.40 , 
14-15 , PLN/MWh , 167.81 , MWh , 3 080.10 , 
15-16 , PLN/MWh , 166.33 , MWh , 3 223.20 , 
16-17 , PLN/MWh , 180.64 , MWh , 3 324.20 , 
17-18 , PLN/MWh , 185.95 , MWh , 3 304.10 , 
18-19 , PLN/MWh , 183.47 , MWh , 3 207.30 , 
19-20 , PLN/MWh , 180.53 , MWh , 3 237.10 , 
20-21 , PLN/MWh , 164.20 , MWh , 3 072.80 , 
21-22 , PLN/MWh , 143.62 , MWh , 3 300.10 , 
22-23 , PLN/MWh , 133.72 , MWh , 3 132.50 , 
23-24 , PLN/MWh , 122.27 , MWh , 2 665.30 , 
0-1 , PLN/MWh , 110.05 , MWh , 2 715.30 , 
1-2 , PLN/MWh , 104.04 , MWh , 3 005.20 , 
2-3 , PLN/MWh , 102.89 , MWh , 2 933.60 , 
3-4 , PLN/MWh , 101.58 , MWh , 2 938.20 , 
4-5 , PLN/MWh , 105.94 , MWh , 3 201.70 , 
5-6 , PLN/MWh , 111.13 , MWh , 2 660.00 , 
6-7 , PLN/MWh , 134.43 , MWh , 2 607.00 , 
7-8 , PLN/MWh , 140.29 , MWh , 2 689.20 , 
8-9 , PLN/MWh , 152.22 , MWh , 2 865.70 , 
9-10 , PLN/MWh , 159.62 , MWh , 3 048.10 , 
10-11 , PLN/MWh , 160.08 , MWh , 3 024.80 , 
11-12 , PLN/MWh , 164.78 , MWh , 2 805.20 , 
12-13 , PLN/MWh , 166.73 , MWh , 2 805.30 , 
13-14 , PLN/MWh , 173.13 , MWh , 2 832.60 , 
14-15 , PLN/MWh , 167.79 , MWh , 2 717.50 , 
15-16 , PLN/MWh , 164.63 , MWh , 2 714.30 , 
16-17 , PLN/MWh , 175.77 , MWh , 2 899.40 , 
17-18 , PLN/MWh , 182.08 , MWh , 3 242.50 , 
18-19 , PLN/MWh , 182.25 , MWh , 3 231.90 , 
19-20 , PLN/MWh , 178.00 , MWh , 2 977.60 , 
20-21 , PLN/MWh , 163.84 , MWh , 3 002.40 , 
21-22 , PLN/MWh , 139.15 , MWh , 2 998.20 , 
22-23 , PLN/MWh , 129.62 , MWh , 2 984.60 , 
23-24 , PLN/MWh , 123.02 , MWh , 2 528.90 , 
0-1 , PLN/MWh , 122.55 , MWh , 2 767.80 , 
1-2 , PLN/MWh , 112.70 , MWh , 3 002.50 , 
2-3 , PLN/MWh , 112.12 , MWh , 3 095.30 , 
3-4 , PLN/MWh , 111.98 , MWh , 3 031.80 , 
4-5 , PLN/MWh , 113.99 , MWh , 2 963.10 , 
5-6 , PLN/MWh , 125.41 , MWh , 2 653.40 , 
6-7 , PLN/MWh , 138.14 , MWh , 2 825.60 , 
7-8 , PLN/MWh , 140.58 , MWh , 2 675.40 , 
8-9 , PLN/MWh , 143.38 , MWh , 2 880.30 , 
9-10 , PLN/MWh , 164.60 , MWh , 3 179.50 , 
10-11 , PLN/MWh , 164.13 , MWh , 3 094.90 , 
11-12 , PLN/MWh , 166.13 , MWh , 3 188.90 , 
12-13 , PLN/MWh , 166.48 , MWh , 3 227.50 , 
13-14 , PLN/MWh , 167.93 , MWh , 3 228.00 , 
14-15 , PLN/MWh , 163.90 , MWh , 3 191.10 , 
15-16 , PLN/MWh , 151.40 , MWh , 2 999.30 , 
16-17 , PLN/MWh , 166.94 , MWh , 3 149.00 , 
17-18 , PLN/MWh , 169.37 , MWh , 3 076.30 , 
18-19 , PLN/MWh , 166.78 , MWh , 3 238.10 , 
19-20 , PLN/MWh , 157.83 , MWh , 2 878.60 , 
20-21 , PLN/MWh , 139.79 , MWh , 3 067.80 , 
21-22 , PLN/MWh , 132.23 , MWh , 3 384.90 , 
22-23 , PLN/MWh , 125.56 , MWh , 2 769.40 , 
23-24 , PLN/MWh , 112.44 , MWh , 2 583.20 , 
0-1 , PLN/MWh , 112.55 , MWh , 3 273.60 , 
1-2 , PLN/MWh , 106.69 , MWh , 3 809.40 , 
2-3 , PLN/MWh , 96.53 , MWh , 3 855.30 , 
3-4 , PLN/MWh , 91.83 , MWh , 3 886.30 , 
4-5 , PLN/MWh , 96.20 , MWh , 3 873.40 , 
5-6 , PLN/MWh , 103.03 , MWh , 3 849.60 , 
6-7 , PLN/MWh , 112.82 , MWh , 3 382.00 , 
7-8 , PLN/MWh , 126.55 , MWh , 3 414.10 , 
8-9 , PLN/MWh , 134.07 , MWh , 3 219.60 , 
9-10 , PLN/MWh , 136.07 , MWh , 3 212.30 , 
10-11 , PLN/MWh , 138.47 , MWh , 3 542.00 , 
11-12 , PLN/MWh , 144.05 , MWh , 3 662.10 , 
12-13 , PLN/MWh , 141.17 , MWh , 3 524.10 , 
13-14 , PLN/MWh , 142.62 , MWh , 3 488.70 , 
14-15 , PLN/MWh , 136.80 , MWh , 3 199.00 , 
15-16 , PLN/MWh , 135.97 , MWh , 3 324.10 , 
16-17 , PLN/MWh , 143.46 , MWh , 3 676.70 , 
17-18 , PLN/MWh , 154.02 , MWh , 3 923.00 , 
18-19 , PLN/MWh , 152.92 , MWh , 3 990.60 , 
19-20 , PLN/MWh , 148.88 , MWh , 3 909.80 , 
20-21 , PLN/MWh , 142.10 , MWh , 3 712.40 , 
21-22 , PLN/MWh , 134.69 , MWh , 3 182.60 , 
22-23 , PLN/MWh , 128.90 , MWh , 2 795.10 , 
23-24 , PLN/MWh , 113.26 , MWh , 3 224.80 , 
0-1 , PLN/MWh , 107.22 , MWh , 3 566.70 , 
1-2 , PLN/MWh , 87.49 , MWh , 3 943.30 , 
2-3 , PLN/MWh , 85.60 , MWh , 4 136.80 , 
3-4 , PLN/MWh , 84.71 , MWh , 4 081.50 , 
4-5 , PLN/MWh , 84.64 , MWh , 4 131.60 , 
5-6 , PLN/MWh , 85.33 , MWh , 4 320.90 , 
6-7 , PLN/MWh , 86.86 , MWh , 4 029.60 , 
7-8 , PLN/MWh , 91.15 , MWh , 3 601.80 , 
8-9 , PLN/MWh , 95.44 , MWh , 3 749.70 , 
9-10 , PLN/MWh , 115.57 , MWh , 3 174.30 , 
10-11 , PLN/MWh , 124.99 , MWh , 2 908.30 , 
11-12 , PLN/MWh , 126.04 , MWh , 2 915.00 , 
12-13 , PLN/MWh , 126.00 , MWh , 2 850.50 , 
13-14 , PLN/MWh , 127.88 , MWh , 2 881.40 , 
14-15 , PLN/MWh , 126.19 , MWh , 2 923.60 , 
15-16 , PLN/MWh , 125.44 , MWh , 2 964.90 , 
16-17 , PLN/MWh , 130.94 , MWh , 2 969.10 , 
17-18 , PLN/MWh , 133.06 , MWh , 3 172.40 , 
18-19 , PLN/MWh , 133.40 , MWh , 3 197.00 , 
19-20 , PLN/MWh , 133.31 , MWh , 3 219.70 , 
20-21 , PLN/MWh , 131.87 , MWh , 2 920.90 , 
21-22 , PLN/MWh , 129.77 , MWh , 3 056.70 , 
22-23 , PLN/MWh , 123.24 , MWh , 2 918.60 , 
23-24 , PLN/MWh , 111.34 , MWh , 3 465.70 , 
0-1 , PLN/MWh , 92.54 , MWh , 4 001.30 , 
1-2 , PLN/MWh , 83.36 , MWh , 4 355.60 , 
2-3 , PLN/MWh , 83.54 , MWh , 4 374.10 , 
3-4 , PLN/MWh , 87.64 , MWh , 4 147.30 , 
4-5 , PLN/MWh , 105.46 , MWh , 3 838.70 , 
5-6 , PLN/MWh , 121.04 , MWh , 3 057.30 , 
6-7 , PLN/MWh , 134.50 , MWh , 2 242.40 , 
7-8 , PLN/MWh , 159.25 , MWh , 2 443.10 , 
8-9 , PLN/MWh , 178.44 , MWh , 2 199.10 , 
9-10 , PLN/MWh , 183.91 , MWh , 2 690.30 , 
10-11 , PLN/MWh , 184.47 , MWh , 2 799.80 , 
11-12 , PLN/MWh , 185.51 , MWh , 2 906.80 , 
12-13 , PLN/MWh , 188.67 , MWh , 2 853.80 , 
13-14 , PLN/MWh , 193.22 , MWh , 2 937.30 , 
14-15 , PLN/MWh , 181.82 , MWh , 2 552.00 , 
15-16 , PLN/MWh , 177.92 , MWh , 2 384.20 , 
16-17 , PLN/MWh , 178.37 , MWh , 2 675.40 , 
17-18 , PLN/MWh , 183.54 , MWh , 3 000.20 , 
18-19 , PLN/MWh , 170.66 , MWh , 2 784.40 , 
19-20 , PLN/MWh , 163.35 , MWh , 2 743.20 , 
20-21 , PLN/MWh , 143.62 , MWh , 2 569.30 , 
21-22 , PLN/MWh , 127.03 , MWh , 3 019.20 , 
22-23 , PLN/MWh , 123.96 , MWh , 2 626.40 , 
23-24 , PLN/MWh , 106.84 , MWh , 2 793.80 , 
0-1 , PLN/MWh , 89.21 , MWh , 3 114.60 , 
1-2 , PLN/MWh , 80.66 , MWh , 3 302.40 , 
2-3 , PLN/MWh , 79.24 , MWh , 3 474.10 , 
3-4 , PLN/MWh , 79.31 , MWh , 3 479.40 , 
4-5 , PLN/MWh , 81.01 , MWh , 3 733.50 , 
5-6 , PLN/MWh , 103.60 , MWh , 3 245.50 , 
6-7 , PLN/MWh , 130.81 , MWh , 2 174.10 , 
7-8 , PLN/MWh , 129.93 , MWh , 2 811.60 , 
8-9 , PLN/MWh , 136.15 , MWh , 2 805.90 , 
9-10 , PLN/MWh , 154.21 , MWh , 2 811.30 , 
10-11 , PLN/MWh , 153.40 , MWh , 2 871.20 , 
11-12 , PLN/MWh , 160.00 , MWh , 2 833.00 , 
12-13 , PLN/MWh , 159.83 , MWh , 2 817.00 , 
13-14 , PLN/MWh , 162.39 , MWh , 2 845.00 , 
14-15 , PLN/MWh , 158.37 , MWh , 2 643.00 , 
15-16 , PLN/MWh , 145.84 , MWh , 2 826.30 , 
16-17 , PLN/MWh , 160.88 , MWh , 3 055.50 , 
17-18 , PLN/MWh , 167.24 , MWh , 2 897.00 , 
18-19 , PLN/MWh , 166.36 , MWh , 2 894.50 , 
19-20 , PLN/MWh , 159.92 , MWh , 2 877.00 , 
20-21 , PLN/MWh , 143.51 , MWh , 2 765.10 , 
21-22 , PLN/MWh , 128.68 , MWh , 3 070.80 , 
22-23 , PLN/MWh , 123.36 , MWh , 2 417.90 , 
23-24 , PLN/MWh , 110.61 , MWh , 2 659.70 , 
0-1 , PLN/MWh , 99.21 , MWh , 3 289.40 , 
1-2 , PLN/MWh , 79.35 , MWh , 3 427.70 , 
2-3 , PLN/MWh , 77.65 , MWh , 3 559.90 , 
3-4 , PLN/MWh , 77.69 , MWh , 3 546.90 , 
4-5 , PLN/MWh , 81.55 , MWh , 3 596.00 , 
5-6 , PLN/MWh , 109.35 , MWh , 3 287.10 , 
6-7 , PLN/MWh , 134.45 , MWh , 2 448.40 , 
7-8 , PLN/MWh , 131.36 , MWh , 2 860.40 , 
8-9 , PLN/MWh , 134.77 , MWh , 3 037.10 , 
9-10 , PLN/MWh , 163.64 , MWh , 2 962.20 , 
10-11 , PLN/MWh , 161.50 , MWh , 2 954.30 , 
11-12 , PLN/MWh , 162.76 , MWh , 2 988.30 , 
12-13 , PLN/MWh , 162.72 , MWh , 3 046.30 , 
13-14 , PLN/MWh , 163.58 , MWh , 2 861.90 , 
14-15 , PLN/MWh , 162.07 , MWh , 2 922.90 , 
15-16 , PLN/MWh , 158.52 , MWh , 2 885.10 , 
16-17 , PLN/MWh , 164.27 , MWh , 3 080.30 , 
17-18 , PLN/MWh , 173.14 , MWh , 2 826.00 , 
18-19 , PLN/MWh , 170.33 , MWh , 2 930.10 , 
19-20 , PLN/MWh , 164.94 , MWh , 2 797.60 , 
20-21 , PLN/MWh , 161.29 , MWh , 2 760.30 , 
21-22 , PLN/MWh , 132.26 , MWh , 2 719.90 , 
22-23 , PLN/MWh , 126.40 , MWh , 2 653.10 , 
23-24 , PLN/MWh , 109.85 , MWh , 2 668.00 , 
0-1 , PLN/MWh , 107.38 , MWh , 2 950.40 , 
1-2 , PLN/MWh , 97.20 , MWh , 3 311.40 , 
2-3 , PLN/MWh , 92.81 , MWh , 3 471.20 , 
3-4 , PLN/MWh , 92.77 , MWh , 3 483.20 , 
4-5 , PLN/MWh , 93.67 , MWh , 3 629.60 , 
5-6 , PLN/MWh , 108.16 , MWh , 3 123.90 , 
6-7 , PLN/MWh , 137.31 , MWh , 2 549.70 , 
7-8 , PLN/MWh , 137.75 , MWh , 2 992.30 , 
8-9 , PLN/MWh , 140.24 , MWh , 3 003.40 , 
9-10 , PLN/MWh , 145.77 , MWh , 2 931.50 , 
10-11 , PLN/MWh , 140.77 , MWh , 2 795.70 , 
11-12 , PLN/MWh , 150.28 , MWh , 2 765.40 , 
12-13 , PLN/MWh , 151.31 , MWh , 2 775.20 , 
13-14 , PLN/MWh , 156.79 , MWh , 2 752.70 , 
14-15 , PLN/MWh , 155.92 , MWh , 2 611.30 , 
15-16 , PLN/MWh , 155.18 , MWh , 2 637.70 , 
16-17 , PLN/MWh , 163.83 , MWh , 2 705.70 , 
17-18 , PLN/MWh , 187.47 , MWh , 2 711.00 , 
18-19 , PLN/MWh , 184.09 , MWh , 2 782.80 , 
19-20 , PLN/MWh , 173.75 , MWh , 2 806.10 , 
20-21 , PLN/MWh , 163.04 , MWh , 2 626.90 , 
21-22 , PLN/MWh , 138.53 , MWh , 2 385.90 , 
22-23 , PLN/MWh , 137.34 , MWh , 2 904.70 , 
23-24 , PLN/MWh , 131.72 , MWh , 2 379.60 , 
0-1 , PLN/MWh , 125.78 , MWh , 1 926.50 , 
1-2 , PLN/MWh , 110.25 , MWh , 2 300.20 , 
2-3 , PLN/MWh , 109.73 , MWh , 2 539.00 , 
3-4 , PLN/MWh , 109.68 , MWh , 2 547.90 , 
4-5 , PLN/MWh , 110.28 , MWh , 2 407.50 , 
5-6 , PLN/MWh , 128.52 , MWh , 2 120.00 , 
6-7 , PLN/MWh , 138.27 , MWh , 2 696.10 , 
7-8 , PLN/MWh , 159.39 , MWh , 2 391.60 , 
8-9 , PLN/MWh , 167.40 , MWh , 2 621.70 , 
9-10 , PLN/MWh , 169.00 , MWh , 2 398.70 , 
10-11 , PLN/MWh , 163.58 , MWh , 2 807.00 , 
11-12 , PLN/MWh , 165.05 , MWh , 2 818.60 , 
12-13 , PLN/MWh , 166.13 , MWh , 2 751.50 , 
13-14 , PLN/MWh , 168.39 , MWh , 2 724.00 , 
14-15 , PLN/MWh , 168.09 , MWh , 2 576.60 , 
15-16 , PLN/MWh , 168.62 , MWh , 2 362.80 , 
16-17 , PLN/MWh , 182.12 , MWh , 2 571.50 , 
17-18 , PLN/MWh , 195.23 , MWh , 2 748.20 , 
18-19 , PLN/MWh , 193.09 , MWh , 2 617.40 , 
19-20 , PLN/MWh , 184.11 , MWh , 2 638.20 , 
20-21 , PLN/MWh , 167.45 , MWh , 2 809.60 , 
21-22 , PLN/MWh , 141.98 , MWh , 2 348.10 , 
22-23 , PLN/MWh , 136.17 , MWh , 2 855.20 , 
23-24 , PLN/MWh , 131.31 , MWh , 2 202.70 , 
0-1 , PLN/MWh , 128.11 , MWh , 1 999.50 , 
1-2 , PLN/MWh , 120.54 , MWh , 2 136.80 , 
2-3 , PLN/MWh , 112.89 , MWh , 2 366.40 , 
3-4 , PLN/MWh , 109.78 , MWh , 2 422.20 , 
4-5 , PLN/MWh , 113.11 , MWh , 2 368.70 , 
5-6 , PLN/MWh , 120.29 , MWh , 2 365.50 , 
6-7 , PLN/MWh , 130.84 , MWh , 2 048.70 , 
7-8 , PLN/MWh , 135.24 , MWh , 1 945.70 , 
8-9 , PLN/MWh , 136.43 , MWh , 2 360.90 , 
9-10 , PLN/MWh , 140.58 , MWh , 3 013.80 , 
10-11 , PLN/MWh , 149.13 , MWh , 3 346.80 , 
11-12 , PLN/MWh , 150.10 , MWh , 3 377.30 , 
12-13 , PLN/MWh , 147.13 , MWh , 3 239.70 , 
13-14 , PLN/MWh , 139.18 , MWh , 3 070.30 , 
14-15 , PLN/MWh , 132.71 , MWh , 2 609.50 , 
15-16 , PLN/MWh , 135.08 , MWh , 2 452.00 , 
16-17 , PLN/MWh , 135.82 , MWh , 2 593.60 , 
17-18 , PLN/MWh , 139.68 , MWh , 3 153.10 , 
18-19 , PLN/MWh , 137.51 , MWh , 3 042.60 , 
19-20 , PLN/MWh , 135.15 , MWh , 2 812.60 , 
20-21 , PLN/MWh , 134.03 , MWh , 2 632.50 , 
21-22 , PLN/MWh , 124.74 , MWh , 2 707.10 , 
22-23 , PLN/MWh , 116.93 , MWh , 2 582.90 , 
23-24 , PLN/MWh , 104.81 , MWh , 3 317.30 , 
0-1 , PLN/MWh , 104.80 , MWh , 4 013.00 , 
1-2 , PLN/MWh , 82.75 , MWh , 4 380.70 , 
2-3 , PLN/MWh , 81.74 , MWh , 4 495.40 , 
3-4 , PLN/MWh , 81.38 , MWh , 4 493.50 , 
4-5 , PLN/MWh , 81.49 , MWh , 4 440.20 , 
5-6 , PLN/MWh , 81.48 , MWh , 4 375.20 , 
